"TweetID","User","Tweet","Latitude","Longitude","IsHashtag","IsURL","IsRetweet","Language","Category","W_#aksyonsahagupit","W_#rubyph","W_@_iancruz","W_@akosijaysent","W_@dzbb","W_@dzmmteleradyo","W_@gmanews","W_agutaya","W_all","W_ang","W_antas","W_at","W_bagyong","W_bilang","W_bukas","W_buong","W_catbalogan","W_city","W_cuyo","W_dahil","W_dec","W_dolores","W_eastern","W_evacuation","W_for","W_goods","W_gumaca","W_hangin","W_in","W_ipinagagamit","W_kuryente","W_laguna","W_lahat","W_magsaysay","W_manila","W_metro","W_muling","W_na","W_nang","W_ng","W_ni","W_of","W_palawan","W_pampanga","W_personnel","W_preso","W_ps36","W_quezon","W_rizal","W_romblon","W_rt","W_sa","W_samar","W_san","W_signal","W_tacloban","W_towns","W_transported","W_ulat","W_via","W_video","W_wala","N_#r","N_,_","N_._","N_/t","N_:/","N_:_","N_@d","N__#","N__@","N__a","N__b","N__h","N__k","N__m","N__n","N__s","N__v","N_a_","N_ac","N_ag","N_ah","N_al","N_an","N_as","N_at","N_ay","N_ba","N_bu","N_by","N_co","N_el","N_er","N_g_","N_ga","N_h_","N_ha","N_ia","N_il","N_in","N_la","N_li","N_ma","N_na","N_ng","N_on","N_ph","N_ro","N_ru","N_sa","N_t_","N_ta","N_te","N_to","N_tp","N_tt","N_ub","N_vi","N_yp","Length"
"1562","krystalalonday","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1563","isabellecelinee","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1564","_Blaancake","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1565","AkoItoSiSteve","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1566","anjonako","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1567","HenryyyyySY","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1568","imchinsantos","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1569","carlaverano_","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1570","khnnh_","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1571","iamJinniPauline","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1572","castro_joy","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1573","iamrowieanne","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1574","hernandezkat_","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1575","YouScoop","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1576","chardfritz","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1577","francesimeee","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1578","boyswiftiexo","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1579","kylalilee","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1580","arlenedp11","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1581","fearcebarut","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1582","gmmybrs","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1583","krizia960701","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1584","nikz00314","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1585","heyitsmefrancis","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1586","airhasm00","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1587","gabrieeelle_","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1588","jaodelacruz","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1589","dnalyssa","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1590","grbbriones","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1591","renzieangelous","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1592","LanceMarcoooo","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1593","lorpatawad","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1594","ianneNaMe","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1595","datujoleng","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1596","xiecatindig","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1597","imJoi04","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
"1598","tonilycaxx","RT @IMReadyPH: #RubyPH SIGNAL NO. 1: Pampanga, Bulacan, Rest of Quezon, Rizal, Cavite, Laguna, Batangas, Lubang Island| via @dost_pagasa",,,"1","0","1","tl","CA","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","1","0","1","1","0","0","2","1","2","5","0","0","0","1","3","1","1","1","0","0","0","1","1","2","0","0","2","1","1","1","3","2","2","1","0","1","0","0","1","0","0","7","1","2","2","0","1","2","0","0","3","1","2","2","1","29"
