TweetID,User,Tweet,Category,LocationInTweet,ObjectName,ObjectDetail,VictimName
1142,itsbeben11,"""Electric post downed by strong winds in Abucay, Tacloban. #RubyPH (Photo via Zhander Cayabyab) via @ANCALERTS"" NKKLK http://t.co/R9oUfEsZsj",CD,Tacloban,electric post,downed,
1143,inquirerdotnet,"""Patay kay #RubyPH nasa 21 na"" @banderainquirer front page today. Full issue: http://t.co/DAsAo1PEio http://t.co/5uaNdmPY22",CD,,patay,21,
1144,banderainquirer,"""Patay kay #RubyPH nasa 21 na"" @banderainquirer front page today. Full issue: http://t.co/tc1KihHFw8 http://t.co/PSiZNRbWM5",CD,,patay,21,
1146,News5AKSYON,"#AksyonSaHagupit | 2 bahay nawasak dahil sa naglalakihang alon at lakas na hangin sa Brgy. Tabunan, Matnog! #RubyPH",CD,"Brgy. Tabunan, Matnog",bahay,2; nawasak ng alon at lakas ng hangin,
1148,News5AKSYON,#AksyonSaHagupit | 8 katao pa ang kumirmadong patay pero inaantay pa ng NDRRMC ang validation mula sa DOH. #RubyPH (via @AmberPGonzales),CD,,katao,8; patay,
1152,News5AKSYON,"#AksyonSaHagupit | Sa pinakahuling tala ng NDDRMC, 3 ang validated at kumpirmadong namatay sa pananalasa ni #RubyPH (via @AmberPGonzales)",CD,,patay,3,
1153,News5AKSYON,"#AksyonSaHagupit: 10 bahay sa dalampasigan ng Albay, tinangay ng malakas na alon #RubyPH | Ulat ni @edlingao",CD,Albay,bahay sa dalampasigan,10; tinangay ng malakas na alon,
1154,News5AKSYON,"#AksyonSaHagupit: Gov. Sharee Ann Tan: Higit 28,000 pamilya ang inilikas dahil sa Bagyong #RubyPH",CD,,pamilya,"28,000; inilikas",
1160,DZMMTeleRadyo,"#RadyoPatrol 20-anyos na vendor, patay sa landslide sa Puerto Galera | ulat ni Arnel Ozaeta, DZMM Correspondent #RubyPH",CD,Puerto Galera,vendor,20-anyos; patay,
1161,BalitaNgayon,"#RadyoPatrol 20-anyos na vendor, patay sa landslide sa Puerto Galera | ulat ni Arnel Ozaeta, DZMM Correspondent #RubyPH via DZMM",CD,Puerto Galera,vendor,20-anyos; patay,
1164,sv_simplevie,"#RESCUEPH yan po kuha s looc culaba biliran, winasak ni bagyong #RubyPH http://t.co/Tprgb7QB5z",CD,,,,
1165,castrojosh26,#RubyPH #VOTYNews #updates ORMOC CITY 1. #RubyPH Coverage: Mga evacuees gikan sa barangay Tambulilid gisakay sa... http://t.co/zqoHSZ2pxj,CD,,,,
1166,castrojosh26,"#RubyPH #VOTYNews #updates ORMOC CITY 1. Communication sa Isabel cut-off. Last na update: murag Yolanda, maayu... http://t.co/iZ0Ur6syfS",CD,Ormoc City,communication,cut-off,
1167,UNTVweb,"#RubyPH ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† 2 nawawalang mangingisda sa Cambulaga, Sorsogon natagpuan na ayon sa ulat ni Sherry Ann Herrera / UNTV... http://t.co/HVVTYbSA93",CD,"Cambulaga, Sorsogon",mangingisda,nawawala; natagpuan,
1168,iamRaymondLacsa,"#RubyPH ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† 2 nawawalang mangingisda sa Cambulaga, Sorsogon natagpuan na ayon sa ulat ni Sherry Ann Herrera / UNTV... http://t.co/lGYUxCSnrK",CD,"Cambulaga, Sorsogon",mangingisda,nawawala; natagpuan,
1169,donmoen777,"#RubyPH Casualty Count: 23 (via @philredcross) 16 -Borongan, E.Samar 1 -W.Samar 1 -Hernani, E.Samar 1 -Dolores, E.Samar @HenryRetoriano haha",CD,,,,
1172,UNTVweb,"#RubyPH PHOTO: 683 pamilya sa Quirangay, Camalig, Albay, nanatili sa evacuation center dahil sa pabugso bugsong... http://t.co/LCCamoE1Ya",CD,"Quirangay, Camalig, Albay",pamilya,683; nanatili sa evacuation center,
1173,iamRaymondLacsa,"#RubyPH PHOTO: 683 pamilya sa Quirangay, Camalig, Albay, nanatili sa evacuation center dahil sa pabugso bugsong... http://t.co/LnlHB0m0JS",CD,"Quirangay, Camalig, Albay",pamilya,683; nanatili sa evacuation center,
1174,UNTVweb,"#RubyPH PHOTO: 683 pamilya sa Quirangay, Camalig, Albay, nanatili sa evacuation center dahil sa pabugso bugsong... http://t.co/O3XDfL8ztI",CD,"Quirangay, Camalig, Albay",pamilya,683; nanatili sa evacuation center,
1181,missreyannaaa,"""@saksi: Mahigit 17,000 residente na ang sapilitang pinalikas sa Laguna dahil pa rin sa Bagyong #RubyPH. #Saksi si @cedric_castillo.""",CD,Laguna,residente,"17,000; sapilitang pinalikas",
1192,dyrirmniloilo,"#RubyPH Update List of Causalities in Iloilo Estancia, Iloilo - Ernesto Baylon, 65 years old Agbobolo, Ajuy -... http://t.co/4NtOqQMA0I",CD,Iloilo,,,
1193,dyrirmniloilo,"#RubyPH Update List of Causalities in Iloilo Estancia, Iloilo - Ernesto Baylon, 65 years old Agbobolo, Ajuy -... http://t.co/PzDodT0zBq",CD,Iloilo,,,
1194,dyrirmniloilo,"#RubyPH Update List of Causalities in Iloilo Estancia, Iloilo - Ernesto Baylon, 65 years old Agbobolo, Ajuy... http://t.co/dGBPEUuqKE",CD,Iloilo,,,
1195,Padics,"#RubyPh Update... Brgy San esteban, San Jose, flooded nabuaCS. diversion road passable to Legazpi via Nabua. @CamSurPPO @PRO5React @pnppio",CD,"Brgy. San Esteban, San Jose",,,
1196,TVPatrol,#TVPatrol #RubyPH itinumba ang mga puno sa Samar; ilang bahay wasak. Ulat ni @atomaraullo LIVE mula sa Calbayog http://t.co/ocN2K8jMLH,CD,Samar,puno; bahay,itinumba; wasak,
1197,TVPatrol,"#TVPatrol #RubyPH nanalasa sa Tacloban, ilang bahay at tent winalis ng bagyo. Ulat ni @rongagalac mula sa Tacloban http://t.co/muFIoUHaL1",CD,Tacloban,bahay; tent,winalis ng bagyo,
1198,TVPatrol,#TVPatrol Sanggol sa Iriga City patay dahil sa hypothermia sa kasagsagan ng #RubyPH,CD,Iriga City,sanggol,patay dahil sa hypothermia,
1199,hihidco,"#Typhoon #Hagupit #leaves #at #least #2 #dead: LEGAZPI, Philippines ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Typhoon HagupitÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ http://t.co/LeiTqHip50",CD,Legazpi,dead,2,
1200,IAmDaryllReyes,#TyphoonRuby #24Oras anu na po lates update dito sa province of cavite wala na pu kasing kuryente ang ibang lugar dito #RubyPH,CD,Cavite,,,
1201,BalitaNgayon,"(UPDATE) NDRRMC: Death toll sa Bagyong #RubyPH, 3 na via DZMM",CD,,dead toll,3,
1202,sunstarcebu,".@dsm_sunstar: #RubyPH topples electrical post in Barangay Talisay, Daanbantayan, #Cebu http://t.co/5BOBcnZYSE",CD,"Barangay Talisay, Daanbantayan, Cebu",electrical post,topples,
1211,RubyPHNews1,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1212,DILGkyusi,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1213,janesyther20,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1214,MyShe29,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1215,JNaagxx,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1216,MIKETONGCO,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1217,KeniticChoy,RT @gmanews: SORSOGON ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï† Lubog sa baha ang highway sa bayan ng Rizal. | #RubyPH via @allangatus @dzbb,CD,Rizal,highway,lubog sa baha,
1295,_jamesagustin,"509,620 katao o 102,714 na pamilya, nailikas na sa mga evacuation center sa Regions 5, 6, 7 at 8 ayon sa NDRRMC. #RubyPH @dzbb",CD,"Region 5,6,7 at 8",katao; pamilya,"509, 620; 102, 714; inilikas",
1362,CitizenPatrol,Sa muntinlupa may 60 pamilya sa cupang at 50 sa tunasan (cuyab) ay apektado dulot ng bagyo.#MarioPH #FloodPH,CD,Muntinlupa,pamilya,60 sa cupang; 50 sa tunasan,
1371,CitizenPatrol,"Sa paranaque, 60 pamilya ang inilikas sa silverio creek at 30 sa fastrack. #MarioPH #ReliefPH",CD,paranaque,pamilya,60 sa silverio creek; 30 sa fastrack,
2462,JuperBrigs,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2463,MyMissBagulaya,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2464,micahngln,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2465,gmanews,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2466,princess_ayhie,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2467,cj0402,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2468,LeoDoraPongan,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2469,romeyoandjuliet,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2470,mszettieL,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2471,violetaportera,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2472,Bitchhhesskaaaa,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2473,greyhatph,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2474,alexinizer,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2475,RealLibraryLady,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2476,Hiltonsaitam,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2477,KeniticChoy,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2478,AnnJaviniar,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2479,lordsatanaku,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2480,Howieseverino,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2481,johanna_dcruz23,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2482,ehlenski,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/amBhMH0XjE | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2483,wormfingerz,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2484,BAEKAIdy_Crush,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2485,badillo_kevin,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2486,infobencana,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2487,paperboylrh,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2488,jhea273,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2489,rafaelajade02,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2491,isracede507,RT @YouScoop: Ilang istruktura ang nasira sa pananalasa ng Bagyong #RubyPH sa Tacloban City. Ulat ni YouScooper @paulguava http://t.co/SySSÃ¢â‚¬Â¦,CD,Tacloban City,istruktura,nasira,
2492,jgc310,"RT @ABSCBNNews: Mga bahay at tindahang yari sa kahoy at yero sa Tacloban, winasak ng bagyo #RubyPH #Hagupit http://t.co/6KiZNOi0tc | via...",CD,Tacloban,bahay at tindahang yari sa yero,winasak,
2493,CitizenPatrol,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban City, sinira ng bagyong Ruby @DZMMTeleRadyo #RubyPH http://t.co/XOVPahWpO2",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2494,CitizenPatrol,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban, natuklap ang mga bubong dahil sa bagyong Ruby @DZMMTeleRadyo #RubyPH http://Ã¢â‚¬Â¦",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2495,notsirthomas,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban, natuklap ang mga bubong dahil sa bagyong Ruby @DZMMTeleRadyo #RubyPH http://Ã¢â‚¬Â¦",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2496,RescueTeam926,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban City, sinira ng bagyong Ruby @DZMMTeleRadyo #RubyPH http://t.co/XOVPahWpO2",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2497,janyx_MCMXCI,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban City, sinira ng bagyong Ruby @DZMMTeleRadyo #RubyPH http://t.co/XOVPahWpO2",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2498,gemma_esteban,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban City, sinira ng bagyong Ruby @DZMMTeleRadyo #RubyPH http://t.co/XOVPahWpO2",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2499,Arellaknows,"RT @zhandercayabyab: Yolanda bunkhouses sa Caibaan, Tacloban natuklapan ng bubong @DZMMTeleRadyo #RubyPH http://t.co/H2VSe7qZmV",CD,"Caibaan, Tacloban Cty",Yolanda bunkhouses,natuklapan ng bubong,
2500,Arellaknows,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban City, sinira ng bagyong Ruby @DZMMTeleRadyo #RubyPH http://t.co/XOVPahWpO2",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2501,raynie_arevalo,"RT @zhandercayabyab: Yolanda bunkhouses sa Caibaan, Tacloban natuklapan ng bubong @DZMMTeleRadyo #RubyPH http://t.co/H2VSe7qZmV",CD,"Caibaan, Tacloban Cty",Yolanda bunkhouses,natuklapan ng bubong,
2506,jbelhida,"RT @zhandercayabyab: Yolanda bunkhouses sa Caibaan, Tacloban natuklapan ng bubong @DZMMTeleRadyo #RubyPH http://t.co/H2VSe7qZmV",CD,"Caibaan, Tacloban Cty",Yolanda bunkhouses,natuklapan ng bubong,
2507,jbelhida,"RT @zhandercayabyab: Yolanda bunkhouses sa Caibaan, Tacloban natuklapan ng bubong @DZMMTeleRadyo #RubyPH http://t.co/H2VSe7qZmV",CD,"Caibaan, Tacloban Cty",Yolanda bunkhouses,natuklapan ng bubong,
2508,jbelhida,"RT @zhandercayabyab: Yolanda bunkhouses sa Sagkahan, Tacloban, natuklap ang mga bubong dahil sa bagyong Ruby @DZMMTeleRadyo #RubyPH http://Ã¢â‚¬Â¦",CD,"Sagkahan, Tacloban Cty",Yolanda bunkhouses,sinira,
2509,tabsky7,RT @untvradio1350: 18 taong gulang na lalake sa Iriga City na si Justine C.CaÃƒÂ±eso namatay dahil sa sobrang lamig ng panahon #RubyPH,CD,Iriga City,lalake,18 taong gulang; namatay sa sobrang lamig ng panahon,Justine C.CaÃƒÂ±eso
2510,minda_domingo,RT @untvradio1350: 18 taong gulang na lalake sa Iriga City na si Justine C.CaÃƒÂ±eso namatay dahil sa sobrang lamig ng panahon #RubyPH,CD,Iriga City,lalake,18 taong gulang; namatay sa sobrang lamig ng panahon,Justine C.CaÃƒÂ±eso
2511,ASugarol,"RT @zhandercayabyab: Yolanda bunkhouses sa Caibaan, Tacloban natuklapan ng bubong @DZMMTeleRadyo #RubyPH http://t.co/H2VSe7qZmV",CD,"Caibaan, Tacloban Cty",Yolanda bunkhouses,natuklapan ng bubong,Justine C.CaÃƒÂ±eso
2518,xtianlambert,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2519,RobImpe,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/ADvAw5VeIw #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2520,janochelseaa,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2521,jhenevieveGOZUM,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2522,jrealm3,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2523,ItsMeMnhnMatthy,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2524,JennyRockwell,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/YllYgIzmuH #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2525,zk0815,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2526,JenJacildo,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2527,RubyPHNews1,"RT @ABSCBNNews: 'Ruby' damages NGCP power lines in S. Luzon, Visayas http://t.co/G4ejPX36eB #RubyPH",CD,"S. Luzon, Visayas",NGCP power lines,damages,
2528,annmariebolito,RT @DZMMTeleRadyo: 21 patay sa Eastern Samar dahil sa pananalasa ni #RubyPH ayon sa PRC http://t.co/wG1M91HViF http://t.co/Vz34i04NgI,CD,Eastern Samar,patay,21,
2529,GabTheArroyo,RT @DZMMTeleRadyo: 21 patay sa Eastern Samar dahil sa pananalasa ni #RubyPH ayon sa PRC http://t.co/wG1M91HViF http://t.co/Vz34i04NgI,CD,Eastern Samar,patay,21,
2530,Hey_Its_Raye,RT @DZMMTeleRadyo: 21 patay sa Eastern Samar dahil sa pananalasa ni #RubyPH ayon sa PRC http://t.co/wG1M91HViF http://t.co/Vz34i04NgI,CD,Eastern Samar,patay,21,
2531,MissRivera_2MT,RT @DZMMTeleRadyo: 21 patay sa Eastern Samar dahil sa pananalasa ni #RubyPH ayon sa PRC http://t.co/wG1M91HViF http://t.co/Vz34i04NgI,CD,Eastern Samar,patay,21,
2532,AVENGELIE,RT @DZMMTeleRadyo: 21 patay sa Eastern Samar dahil sa pananalasa ni #RubyPH ayon sa PRC http://t.co/wG1M91HViF http://t.co/Vz34i04NgI,CD,Eastern Samar,patay,21,
2533,supergelo16,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2534,PinoyHikikomori,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2535,GELAtissimoooo,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2536,prncsshazel,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2537,itsxtiancapuyan,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2538,RescueTeam926,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2539,Vangio_Robles,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2541,barnabychuck,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2543,banderainquirer,RT @JohnMRoson: 16 dead in E. Visayas alone (Leyte-2;N.Samar-7;E.Samar-5;W.Samar-1;Biliran-1); 5 hurt; 1 missing - PNP Reg. 8 PCR | #RubyPHÃ¢â‚¬Â¦,CD,E. Visayas,dead,16,
2544,alexvincentm,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2545,hainkamana,RT @JohnMRoson: 16 dead in E. Visayas alone (Leyte-2;N.Samar-7;E.Samar-5;W.Samar-1;Biliran-1); 5 hurt; 1 missing - PNP Reg. 8 PCR | #RubyPHÃ¢â‚¬Â¦,CD,E. Visayas,dead,16,
2546,tsaaarms,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2547,KeniticChoy,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2548,sarahsongalia,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2549,Lyssa4everSONE,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2551,quicoong1221,RT @JohnMRoson: 16 dead in E. Visayas alone (Leyte-2;N.Samar-7;E.Samar-5;W.Samar-1;Biliran-1); 5 hurt; 1 missing - PNP Reg. 8 PCR | #RubyPHÃ¢â‚¬Â¦,CD,E. Visayas,dead,16,
2552,RubyPHNews1,RT @gmanews: Umakyat na sa 22 ang naitalang nasawi ng @philredcross dahil sa Bagyong #RubyPH ayon kay @ChairmanGordon. | via @dzbb,CD,,nasawi,22,
2553,annmariebolito,"RT @DZMMTeleRadyo: 500 pamilya, inilikas sa San Juan, Batangas #RubyPH| ulat ni @arnellozaeta",CD,"San Juan, Batangas",pamilya,500,
2554,Marwiiiiiiin,"RT @DZMMTeleRadyo: 500 pamilya, inilikas sa San Juan, Batangas #RubyPH| ulat ni @arnellozaeta",CD,"San Juan, Batangas",pamilya,500,
