_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,city,creationdate,favorite,hashtags,id,latitude,longitude,mediaurl,replyto,replytoscreenname,replytouser,retweet,retweetcount,screenname,source,text,userid
182288110,false,finalized,8,7/18/2012 09:04:44,Informative (Indirect),0.8943,,,Wed May 25 05:04:21 AST 2011,FALSE,,73207744525635504,-1,-1,,-1,null,-1,剔䕕,308,Cyrasdaughter10,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;"," @BreakingNews: Fans at Rangers game in Arlington, Texas, are sheltering in place after tornado warning - @CardsFaninBigD http://bit.l ...",195219432
182288111,false,finalized,3,7/18/2012 08:13:45,Other,1.0,,,Fri May 27 22:20:37 AST 2011,FALSE,,74193307768590304,-1,-1,,-1,null,-1,剔䕕,34,povodefe,web," @belovelloso: Que exemplo! ""Cachorro tem duas pernas quebradas em tornado nos EUA e consegue voltar para casa se arrastando."" http:// ...",87936905
182288112,false,finalized,5,7/18/2012 11:02:25,Informative (Indirect),0.5942,,,,,,76186494850699200,,,,,,,,,,,Tornado Terjang Massachusetts: 02/06/2011 14:15 (Amerika Serikat) ,
182288113,false,finalized,5,7/18/2012 11:22:22,Informative (Direct),0.6149,,,Wed May 25 12:19:18 AST 2011,FALSE,,73317203432325104,-1,-1,,-1,null,-1,FALSE,0,fathyarsyn,"&lt;a href=""http://ubersocial.com"" rel=""nofollow""&gt;UberSocial&lt;/a&gt;", @CandyNovelita:  @ddlovato please pray for the tornado victims.. PLEASE..,91709791
182288114,false,finalized,5,7/18/2012 09:54:15,Informative (Indirect),0.5678,,,Fri May 27 03:38:36 AST 2011,FALSE,,73910940600512496,-1,-1,,-1,null,-1,剔䕕,4,StephenMiller,"&lt;a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow""&gt;Twitter for iPad&lt;/a&gt;"," @bobick: As of today 22K has been raised  4 the tornado victims thru our @A29midwest partner @mysterychurch, let's keep it going:http ...",24924797
182288115,false,finalized,5,7/18/2012 09:54:45,Informative (Indirect),0.5647,,,Wed May 25 05:41:48 AST 2011,FALSE,Joplin,73217172377317296,-1,-1,,-1,null,-1,FALSE,2,ChrisWragge,web,From #Joplin site: Police &fire officials strongly encourage anyone who does not live in the affected area to stay clear of damage site.,90746809
182288116,false,finalized,5,7/18/2012 09:54:45,Personal message,0.6301,,,,,,78874032648364000,,,,,,,,,,, @San_Juan1 My nephews jst tld me there's gnna be a meatball nd bas-ghetti tornado. Lol..,
182288117,false,finalized,4,7/18/2012 09:54:15,Informative (Indirect),1.0,,,Thu Jun 02 06:22:13 AST 2011,FALSE,,76126446451560400,-1,-1,,-1,null,-1,FALSE,0,Chris_Garner1,"&lt;a href=""http://dlvr.it"" rel=""nofollow""&gt;dlvr.it&lt;/a&gt;",SPC Tornado Watch 411 Status Reports http://dlvr.it/TmnlQ,25020797
182288118,false,finalized,4,7/18/2012 08:00:48,Informative (Indirect),0.7071,,,Thu Jun 09 23:24:12 AST 2011,FALSE,,78920351106600896,-1,-1,,-1,null,-1,FALSE,0,AmaTOOCH6,"&lt;a href=""http://www.echofon.com/"" rel=""nofollow""&gt;Echofon&lt;/a&gt;",Another possible Tornado near Amherst,163528684
182288119,false,finalized,6,7/18/2012 11:02:25,Informative (Indirect),0.4958,,,Thu May 26 07:54:44 AST 2011,FALSE,,73613010928812000,-1,-1,,-1,null,-1,FALSE,0,hollieismyname,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;","Storms rolling in... The classic combo of thunderstorm warning + tornado watch = sirens... HA HA insomnia, storms always defeat you! Zzzzz..",27123178
182288120,false,finalized,5,7/18/2012 09:04:06,Personal message,0.4157,,,Wed May 25 04:10:26 AST 2011,FALSE,,73194179374751696,-1,-1,,-1,null,-1,FALSE,0,BumpFire2012,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;",Seems like there should be a good tornado tracking app. Watching the tv news seems really lo tek and inaccurate.,52498626
182288121,false,finalized,4,7/18/2012 15:33:07,Informative (Direct),0.5013,,,Thu Jun 02 21:09:52 AST 2011,FALSE,,76349829516754896,-1,-1,,-1,null,-1,剔䕕,5,Pinkdaisyjane,web, @jasonboyett: This footage of the Mass. tornado sucking up water from the Connecticut River is ridiculously terrifying: http://yhoo.i ...,142336133
182288122,false,finalized,4,7/18/2012 09:08:20,Personal message,0.7735,,,Thu Jun 02 03:39:17 AST 2011,FALSE,,76085441824165792,-1,-1,,-1,null,-1,FALSE,0,CraziiFitsMii,web,Thanks rain & possible tornado for ruining my evening. i wanted to leave the house.,104064111
182288123,false,finalized,6,7/18/2012 10:32:19,Personal message,0.6413,,,Mon May 30 02:14:30 AST 2011,FALSE,,74976940041322400,-1,-1,,-1,null,-1,剔䕕,1,A1_TA,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;", @MochaLaTae: Tornado ain't stopped shyt we got going on over here,228152634
182288124,false,finalized,6,7/18/2012 09:56:41,Informative (Indirect),0.8407,,,Mon Jun 06 13:34:36 AST 2011,FALSE,,77684811124314096,-1,-1,,-1,null,-1,剔䕕,64,oldsage_fl,"&lt;a href=""http://carbonwebos.com"" rel=""nofollow""&gt;Carbon for webOS&lt;/a&gt;", @Scobleizer: Horrific new footage of the tornado that hit Joplin from a storm chaser. http://www.youtube.com/watch?v=EfdK6H9d6J0 Natu ...,44818064
182288125,false,finalized,5,7/18/2012 11:21:37,Informative (Indirect),0.6085,,,Sat Jun 04 06:15:06 AST 2011,FALSE,,76849430053138400,-1,-1,,-1,null,-1,剔䕕,3,pranjan12,web, @slashdot: Tornado Risk Seen For Social Security Data Center http://bit.ly/morhoY,26108976
182288126,false,golden,14,7/18/2012 11:05:25,Informative (Direct),0.3596,Informative (Direct),,Mon May 30 00:04:17 AST 2011,FALSE,STL/Joplin/SongsForJoplin,74944171378606000,-1,-1,,-1,null,-1,剔䕕,17,sarahcnewberry,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;"," @docmisterio: Hey #STL, I'm putting together a music sampler for #Joplin called #SongsForJoplin. Want to help promote? Help some othe ...",20819269
182288127,false,finalized,5,7/18/2012 10:52:51,Personal message,0.4157,,,Sun May 29 23:32:29 AST 2011,FALSE,,74936167912570800,-1,-1,,-1,null,-1,FALSE,1,_PardonMaTweets,"&lt;a href=""http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;",Its battle creek. Ain't no damn tornado!,230632754
182288128,false,finalized,4,7/18/2012 07:28:08,Informative (Indirect),1.0,,,Thu May 26 03:19:26 AST 2011,FALSE,,73543730359050208,-1,-1,,-1,null,-1,剔䕕,299,NolaMar1,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;"," @CNN: Just In:  A tornado was spotted near midtown Memphis, Tennessee, according to the National Weather Service.",27822590
182288129,false,finalized,4,7/18/2012 08:22:25,Informative (Direct),0.5001,,,Wed May 25 06:03:49 AST 2011,FALSE,Joplin/Missouri/tornado,73222711362588608,-1,-1,,-1,null,-1,剔䕕,1,Mozbe,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;", @CajunTechie: #Joplin #Missouri #tornado has been cancelled. More severe weather expected in the area tonight. Potentially severe. St ...,5574142
182288130,false,finalized,5,7/18/2012 09:54:45,Personal message,0.4153,,,Sun Jun 12 07:21:46 AST 2011,FALSE,,79765309644484608,-1,-1,,-1,null,-1,FALSE,0,chynative77,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;",Geez we had a massive our down and lighting storm and on top of that a tornado watch at that !,285856351
182288131,false,finalized,3,7/18/2012 09:54:15,Informative (Direct),0.3733,,,Fri Jun 03 20:52:04 AST 2011,FALSE,Joplin/despicable,76707737878265792,-1,-1,,-1,null,-1,FALSE,0,sagourd,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;","My cop friend volunteered in #Joplin last wknd; she said people are driving there from Ark., Ill. & Cal. to loot! #despicable",41713884
182288132,false,finalized,5,7/18/2012 15:29:59,Other,1.0,,,Tue Jun 07 08:05:48 AST 2011,FALSE,,77964451235627008,-1,-1,,-1,null,-1,FALSE,0,MirantiGunawan,"&lt;a href=""http://ubersocial.com"" rel=""nofollow""&gt;UberSocial&lt;/a&gt;", @ichaaul: Kalo naik tornado tuh hrs pasrah. Kalo misalnya pengamannya lepas ya lo tinggal jatoh aja. Wakakaka.,106986179
182288133,false,finalized,5,7/18/2012 09:54:45,Personal message,0.603,,,Mon May 30 00:04:54 AST 2011,FALSE,ohboy,74944324957245408,-1,-1,,-1,null,-1,FALSE,0,Reta_MG,web,Tornado warning #ohboy,265466921
182288134,false,finalized,4,7/18/2012 09:03:22,Personal message,0.7273,,,Thu Jun 02 00:46:34 AST 2011,FALSE,,76041976151154592,-1,-1,,-1,null,-1,剔䕕,1,MACHINEgunFUNK2,web, @iLuvTruHipHop: LOL!!  @SheenaCakes21 Lmfao! U wild @djstix235 Whos tryna have sex during this tornado?...Im in need of something d ...,113722262
182288135,false,finalized,5,7/18/2012 09:35:11,Personal message,0.7815,,,Sun Jun 05 03:21:29 AST 2011,FALSE,,77168127472967600,-1,-1,,-1,null,-1,FALSE,0,_ImUrBoyToy,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;",Is there a tornado watch ???,285935897
182288136,false,finalized,5,7/18/2012 09:54:15,Personal message,1.0,,,Fri May 27 22:15:20 AST 2011,FALSE,,74191976391651296,-1,-1,,-1,null,-1,剔䕕,894,DemiDeeL,web, @kingsleyyy: so basically the tornado came up to me and i was like BITCH PLZ and so it went somewhere else,193407694
182288137,false,finalized,4,7/18/2012 09:00:58,Personal message,0.7358,,,Wed May 25 23:21:34 AST 2011,FALSE,faith,73483869214613504,-1,-1,,-1,null,-1,FALSE,0,bayjohn,web,Praying for all the families affected by the tornado activity in America. God bless you all. #faith,18550796
182288138,false,finalized,5,7/18/2012 09:46:11,Informative (Indirect),0.8119,,,Mon May 30 21:50:32 AST 2011,FALSE,,75272899904278496,-1,-1,,-1,null,-1,剔䕕,16,feker,"&lt;a href=""http://www.flipboard.com"" rel=""nofollow""&gt;Flipboard&lt;/a&gt;", @itn: See amazing pictures of a water tornado blasting across the ocean off the east coast of Australia... http://bit.ly/l0CprB,17623680
182288139,false,finalized,3,7/18/2012 09:49:16,Informative (Direct),0.6549,,,Tue May 24 01:51:47 AST 2011,FALSE,tornado/Ohio/OHWX,72796898787991504,-1,-1,,-1,null,-1,FALSE,2,weathertrek,web,"Possible #tornado on the ground near Ohio City, #Ohio. Cell has very strong low level rotation! ** SEEK SHELTER ** #OHWX Follow 4 updates.",152345486
182288140,false,finalized,5,7/18/2012 11:05:25,Informative (Indirect),0.7722,,,Mon May 30 01:03:07 AST 2011,FALSE,,74958978110599104,-1,-1,,-1,null,-1,FALSE,0,molmstead3,"&lt;a href=""http://ubersocial.com"" rel=""nofollow""&gt;UberSocial&lt;/a&gt;"," @at_pitt:  @BarackObama: In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado.",193826932
182288141,false,finalized,3,7/18/2012 09:00:58,Informative (Indirect),1.0,,,Wed May 25 16:01:20 AST 2011,FALSE,Joplin,73373081934118896,-1,-1,,-1,null,-1,FALSE,2,Mwforhr,"&lt;a href=""http://www.echofon.com/"" rel=""nofollow""&gt;Echofon&lt;/a&gt;",Check out http://www.CNN.com/impact to see what agencies are helping relief efforts in tornado-hit areas & how you can help.. #Joplin,22819351
182288142,false,finalized,5,7/18/2012 11:32:02,Informative (Indirect),0.5895,,,Sun May 29 20:59:36 AST 2011,FALSE,,74897695764000704,-1,-1,,-1,null,-1,剔䕕,1199,pc_pepe,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;"," @BarackObama: In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado.",154437360
182288143,false,finalized,3,7/18/2012 09:02:06,Personal message,0.6095,,,Thu Jun 02 04:20:34 AST 2011,FALSE,,76095828770553792,-1,-1,,-1,null,-1,FALSE,0,Lovatofanaticx3,"&lt;a href=""http://www.tumblr.com/"" rel=""nofollow""&gt;Tumblr&lt;/a&gt;",realllly bad thunder and lighteningg ... its that tornado... im scared...!!! http://tumblr.com/x3t2sqvt9l,176862293
182288144,false,finalized,3,7/18/2012 10:08:25,Informative (Direct),0.6472,,,Mon May 30 12:02:48 AST 2011,FALSE,,75124993318600704,-1,-1,,-1,null,-1,剔䕕,329,cellblockrach,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;"," @TIME: This dog was sucked up by a tornado, but crawled home on two broken legs | http://ti.me/kVEEDu (via @TIMENewsFeed)",24721445
182288145,false,finalized,4,7/18/2012 09:08:18,Informative (Indirect),1.0,,,Thu Jun 02 01:12:51 AST 2011,FALSE,,76048589209612192,-1,-1,,-1,null,-1,剔䕕,19,mikemost,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;", @newsday: A tornado watch is in effect for Nassau County and all of New York City until 8 p.m. today http://bit.ly/kKCcrC,17218077
182288146,false,finalized,6,7/18/2012 11:31:32,Personal message,0.8164,,,Wed May 25 21:18:17 AST 2011,FALSE,,73452846066057200,-1,-1,,-1,null,-1,FALSE,1,shawnifur420,"&lt;a href=""http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;",Its times like this where I need a cuddle buddy. Bring on re tornado!,304318887
182288147,false,finalized,5,7/18/2012 09:41:11,Informative (Indirect),0.8074,,,Wed May 25 01:39:01 AST 2011,FALSE,Tornado/Joplin,73156073804140496,-1,-1,,-1,null,-1,剔䕕,8,AshaTomlinson,web," @CBCAlerts: 122 confirmed dead, 750 injured in Joplin, Mo. tornado . #Tornado that hit #Joplin was EF5 with winds 322 km/h.",24156429
182288148,false,finalized,5,7/18/2012 10:44:22,Personal message,0.809,,,Wed May 25 21:25:03 AST 2011,FALSE,,73454548353687504,-1,-1,,-1,null,-1,FALSE,0,awakemys0ul_,"&lt;a href=""http://www.echofon.com/"" rel=""nofollow""&gt;Echofon&lt;/a&gt;",Omg i wanna be a tornado chaser,88724405
182288149,false,finalized,5,7/18/2012 09:51:33,Personal message,1.0,,,Mon May 30 00:23:25 AST 2011,FALSE,,74948987723071392,-1,-1,,74948254999134208,imdaviddalen,15855713,FALSE,0,xpb,web,@imdaviddalen david plz dont die from a tornado you are the only one left on twitter that has SWAG so plz keep it up nigg,24345855
182288150,false,finalized,3,7/18/2012 09:13:46,Informative (Direct),0.7068,,,Thu Jun 02 01:44:36 AST 2011,FALSE,sad/pray,76056579077718000,-1,-1,,-1,null,-1,FALSE,0,ZoieSoFabulous,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;",I was just in Springfield last week and now I'm hearing a tornado hit #sad #pray,226029161
182288151,false,finalized,3,7/18/2012 09:05:51,Personal message,0.6923,,,Thu May 26 00:52:30 AST 2011,FALSE,,73506753953796000,-1,-1,,-1,null,-1,剔䕕,894,TashaTres,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;", @kingsleyyy: so basically the tornado came up to me and i was like BITCH PLZ and so it went somewhere else,93917349
182288152,false,finalized,3,7/18/2012 09:03:16,Personal message,0.6879,,,Sun May 29 22:10:32 AST 2011,FALSE,,74915543337021408,-1,-1,,-1,null,-1,FALSE,0,_Nic01e_,"&lt;a href=""http://ubersocial.com"" rel=""nofollow""&gt;UberSocial&lt;/a&gt;"," @christaland: The wind knocked over my beer, & I was going to compare myself to tornado victims, but I've been told that's ""insensitive""",43687973
182288153,false,finalized,3,7/18/2012 09:43:50,Other,1.0,,,Thu Jun 02 14:54:15 AST 2011,FALSE,,76255300860116896,-1,-1,,-1,null,-1,FALSE,0,Madaaiz,"&lt;a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow""&gt;Twitter for iPad&lt;/a&gt;",Ok med tilnærmet 30 grader. Ikke ok med tilnærmet tornado av vinder...,61926855
182288154,false,finalized,4,7/18/2012 09:46:55,Informative (Indirect),0.4983,,,Mon May 23 16:58:31 AST 2011,FALSE,Joplin,72662697761710000,-1,-1,,-1,null,-1,剔䕕,21,SysAdmKC,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;"," @vivid13: The best way to help #Joplin right now is text REDCROSS to 90999, or ARMY to 90999 to assist the Salvation Army.",15031806
182288155,false,finalized,3,7/18/2012 08:45:18,Informative (Direct),0.6908,,,Mon May 30 00:52:57 AST 2011,FALSE,FML,74956419295739904,-1,-1,,-1,null,-1,FALSE,0,andr3scamilo,web,Tornado warning. #FML,103654597
182288156,false,finalized,5,7/18/2012 10:08:25,Informative (Indirect),0.3717,,,Wed Jun 08 18:42:41 AST 2011,FALSE,,78487118028083200,-1,-1,,-1,null,-1,FALSE,0,Dereknhouse,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;","Earthquakes, Floods, Tornado, HurricanesVolcano and Tsunami. Last Solar Wave form the sun to knock out the Power in the whole world in 2012",180213515
182288157,false,finalized,4,7/18/2012 09:53:28,Informative (Indirect),0.7509,,,Thu Jun 02 01:59:52 AST 2011,FALSE,Tornado,76060424340119504,-1,-1,,-1,null,-1,剔䕕,80,Synergy3k,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;"," @TWCBreaking: #Tornado near Brimfield, MA moving E.  Will pass very close AGAIN to Sturbridge, MA.  TAKE COVER!  Alert:  http://wxch. ...",12575462
182288158,false,finalized,4,7/18/2012 10:23:57,Informative (Indirect),0.5366,,,Thu Jun 02 01:20:53 AST 2011,FALSE,,76050611342295008,-1,-1,,-1,null,-1,FALSE,0,SkittlesMC327,web,Tornado Warning :(,177843355
182288159,false,finalized,5,7/18/2012 09:16:04,Informative (Indirect),1.0,,,Mon May 30 05:23:39 AST 2011,FALSE,,75024544603185104,-1,-1,,-1,null,-1,FALSE,0,mpoppel,"&lt;a href=""http://dlvr.it"" rel=""nofollow""&gt;dlvr.it&lt;/a&gt;","Obama tours tornado-hit Joplin, promises sustained federal help to recover http://dlvr.it/TR9rn",17568791
182288160,false,finalized,3,7/18/2012 09:05:51,Personal message,0.6928,,,Wed Jun 01 23:07:14 AST 2011,FALSE,,76016977285627904,-1,-1,,-1,null,-1,剔䕕,1,haleyminix,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;", @chelseaminix: tornado watch - not tryin to have some wizard of oz action tonight.,63315397
182288161,false,finalized,4,7/18/2012 11:16:32,Informative (Direct),0.7321,,,Wed May 25 21:15:34 AST 2011,FALSE,,73452162247688096,-1,-1,,-1,null,-1,FALSE,0,clevelandnews1,"&lt;a href=""http://www.clevelandnews.net"" rel=""nofollow""&gt;Tweet Feeder Cleveland News&lt;/a&gt;",Invacare helping disabled tornado survivors http://tf.to/sYf9,221336366
182288162,false,finalized,6,7/18/2012 08:59:10,Informative (Indirect),0.6897,,,Thu May 26 03:51:56 AST 2011,FALSE,Tornado,73551909054709696,-1,-1,,-1,null,-1,FALSE,0,BillionaireK,"&lt;a href=""http://levelupstudio.com/plume"" rel=""nofollow""&gt;Plume for Android&lt;/a&gt;"," @cnnbrk #Tornado warning for Shelby and parts of Crittenden counties, Tenn., including Memphis http://on.cnn.com/kslZp0",35313444
182288163,false,finalized,6,7/18/2012 11:22:37,Informative (Direct),0.5261,,,Thu Jun 02 03:04:02 AST 2011,FALSE,,76076568715337696,-1,-1,,76075917948092400,BeccasOnTweeter,125441988,FALSE,0,KimberlyIsHere,web,"@BeccasOnTweeter Girl, you are tornado watching too much! If you need to, get to safety, OK!!",75674300
182288164,false,finalized,4,7/18/2012 10:48:42,Other,1.0,,,Fri Jun 03 02:14:19 AST 2011,FALSE,,76426446628855808,-1,-1,,-1,null,-1,剔䕕,3,lguaco,"&lt;a href=""http://www.tweetcaster.com"" rel=""nofollow""&gt;TweetCaster&lt;/a&gt;"," @ottoppe: Estoy preocupado ví en las noticias que hubo un tornado en Springfield, los Simpson viven ahi :(.",63724702
182288165,false,finalized,5,7/18/2012 09:17:06,Informative (Indirect),0.5731,,,Fri May 27 00:32:43 AST 2011,FALSE,tulatroops,73864161834176496,-1,-1,,-1,null,-1,FALSE,0,stitchinheaven,web,Attn: Quilters & Crafters lets bond together in the Tornado Relief #tulatroops,15379654
182288166,false,finalized,4,7/18/2012 10:03:30,Informative (Direct),0.5049,,,Mon May 30 01:17:54 AST 2011,FALSE,,74962697623584704,-1,-1,,-1,null,-1,FALSE,0,FaitesAvecAmo,"&lt;a href=""http://www.echofon.com/"" rel=""nofollow""&gt;Echofon&lt;/a&gt;",bitch it's a tornado.. ain't shit to be scared of! you betta get your bitch ass in the position they taught you in elementary!,140584262
182288167,false,finalized,3,7/18/2012 10:32:19,Personal message,0.6828,,,Thu Jun 02 15:04:32 AST 2011,FALSE,,76257892038225904,-1,-1,,-1,null,-1,FALSE,0,LaurenWeber84,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;","Thinking of all the tornado/flood victims today. This has been a rough year. Feeling very, very blessed.",8159802
182288168,false,finalized,4,7/18/2012 09:05:14,Informative (Indirect),1.0,,,Tue May 24 02:03:04 AST 2011,FALSE,Joplin,72799735819415504,-1,-1,,-1,null,-1,剔䕕,7,DaveShreeve,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;"," @Whitney1109: @TCrabtree83 To help #Joplin tornado victims, others: text REDCROSS to 90999 to donate $10; donate online redcross.org  ...",139960190
182288169,true,golden,12,7/18/2012 19:15:43,Informative (Indirect),0.9272,Informative (Indirect),,Wed May 25 21:47:35 AST 2011,FALSE,,73460217286889408,-1,-1,,-1,null,-1,剔䕕,98,karenbkcmo,web," @BreakingNews: Significant damage to homes, businesses after tornado touches down at Sedalia, Mo. http://bit.ly/gk6MtC",151528461
182288170,false,finalized,5,7/18/2012 11:02:25,Personal message,0.586,,,Mon Jun 06 19:01:33 AST 2011,FALSE,,77767089938640800,-1,-1,,-1,null,-1,FALSE,0,DerrickGQFresh,"&lt;a href=""http://twidroyd.com"" rel=""nofollow""&gt;twidroyd&lt;/a&gt;",Did tha tornado sirens just go off in this bish?????,59875707
182288171,false,finalized,5,7/18/2012 10:43:43,Informative (Indirect),0.818,,,Mon May 23 13:44:16 AST 2011,FALSE,joplintornado,72613811877711808,-1,-1,,-1,null,-1,剔䕕,1,labergieberg,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;", @JenelleS_KVUE: (AP) -- Authorities confirm 89 dead after massive tornado hits southwest Missouri city #joplintornado,18919937
182288172,false,finalized,3,7/18/2012 09:43:50,Informative (Direct),0.6176,,,Tue May 24 06:20:44 AST 2011,FALSE,Joplin/Missing/MercyVilliage,72864579910254496,-1,-1,,-1,null,-1,FALSE,0,EmptyNestQueen,"&lt;a href=""http://www.tweetcaster.com"" rel=""nofollow""&gt;TweetCaster&lt;/a&gt;", @100prayingwomen: #Joplin #Missing Margaret Jorgensen 71y/o at #MercyVilliage suffers from Multiple Sclerosis contact http://on.fb.me ...,173280251
182288173,false,finalized,6,7/18/2012 11:04:50,Informative (Direct),0.6582,,"Springfield, MO",Tue May 24 10:35:31 AST 2011,FALSE,Joplin,72928697769930704,-1,-1,,-1,null,-1,FALSE,0,Daneeo1985,web,Please help find Will Norton!! Please email all leads to findwillnorton@gmail.com or call 757 751 (Will)9455 #Joplin,21164558
182288174,false,finalized,4,7/18/2012 10:44:22,Other,1.0,,,Fri May 27 10:44:28 AST 2011,FALSE,,74018117063426000,-1,-1,,-1,null,-1,FALSE,0,falcoprof,web,Così il tornado cambia il colore del cielo: terrificante -- http://goo.gl/amzD4,243718560
182288175,false,finalized,4,7/18/2012 09:50:38,Other,0.508,,,Tue May 31 22:23:34 AST 2011,FALSE,,75643602738483200,-1,-1,,-1,null,-1,FALSE,0,STexanOnline,"&lt;a href=""http://www.facebook.com/twitter"" rel=""nofollow""&gt;Facebook&lt;/a&gt;","Looking for TAMUK students, faculty or staff who helped in relief efforts in tornado ravished communities. We want... http://fb.me/IHEqOrid",242520312
182288176,false,finalized,4,7/18/2012 09:47:39,Informative (Indirect),0.7838,,,Mon May 30 11:32:48 AST 2011,FALSE,,75117442036281296,-1,-1,,-1,null,-1,剔䕕,1199,ernest_aminata,"&lt;a href=""http://mobile.twitter.com"" rel=""nofollow""&gt;Mobile Web&lt;/a&gt;"," @BarackObama: In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado.",278044841
182288177,false,finalized,4,7/18/2012 10:38:46,Informative (Indirect),1.0,,,Wed May 25 17:08:50 AST 2011,FALSE,,73390067644760000,-1,-1,,-1,null,-1,FALSE,0,tobinperry,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;", @indystar: National Weather Service issues tornado watch for central Indiana until 7 p.m.,85586201
182288178,false,finalized,4,7/18/2012 09:00:15,Personal message,0.7737,,,Tue May 24 06:47:46 AST 2011,FALSE,Joplin/ActofGod,72871386028310496,-1,-1,,-1,null,-1,FALSE,0,noelfalkhall,web,#Joplin - What would really help is if the insurance companies dropped the #ActofGod crap to avoid rebuilding @noelfalkhall @JoyVBehar,282411044
182288179,false,finalized,3,7/18/2012 10:38:46,Informative (Direct),1.0,,,Tue May 24 07:25:28 AST 2011,FALSE,Joplin,72880873460084704,-1,-1,,-1,null,-1,剔䕕,2738,baabybre,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;"," @RedCross: You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to 90999, or online: http://bit.ly/eZJDoJ",81749522
182288180,false,finalized,4,7/18/2012 09:16:06,Personal message,1.0,,,Mon Jun 06 04:30:57 AST 2011,FALSE,,77547997185048496,-1,-1,,77547184257634304,ILLsyndicate,103430792,FALSE,0,mag81487,"&lt;a href=""http://www.tweetdeck.com"" rel=""nofollow""&gt;TweetDeck&lt;/a&gt;",@ILLsyndicate lol a min ago during the tornado,195126962
182288181,false,finalized,5,7/18/2012 09:43:14,Informative (Indirect),0.5967,,,Wed May 25 05:26:18 AST 2011,FALSE,Joplin/AC360,73213269535498208,-1,-1,,-1,null,-1,剔䕕,26,JackieFuzz,"&lt;a href=""http://blackberry.com/twitter"" rel=""nofollow""&gt;Twitter for BlackBerry®&lt;/a&gt;"," @AC360: If you know the whereabouts of Emma Marie Hayes, contact 417-298-7890 #Joplin #AC360",157502061
182288182,false,finalized,4,7/18/2012 09:56:35,Informative (Indirect),0.5099,,,Fri May 27 01:23:09 AST 2011,FALSE,,73876856130121696,-1,-1,,-1,null,-1,剔䕕,1,ErbanLady,"&lt;a href=""http://twitter.com/download/iphone"" rel=""nofollow""&gt;Twitter for iPhone&lt;/a&gt;", @MoDemParty: Sen. Claire McCaskill speaks to her Senate colleagues about the effects of the Joplin Tornado http://youtu.be/bOa_MHyVyLY,137901154
